Distance (km),Vehicle Type,Fuel Type,Route Type,Time of Day,CO2 Emissions (g/km)
92,Bus,None,Urban,Afternoon,80
55,Car,Gasoline,Urban,Morning,180
16,Bike,None,Rural,Morning,5
100,Bus,None,Rural,Morning,80
58,Bike,None,Rural,Morning,5
69,Bike,None,Rural,Morning,5
69,Bike,None,Rural,Morning,5
21,Bike,None,Rural,Evening,5
47,Bike,None,Rural,Morning,5
20,Bike,None,Rural,Morning,5
22,Bus,None,Rural,Afternoon,80
15,Bike,None,Urban,Afternoon,5
57,Bike,None,Rural,Morning,5
100,Bus,None,Rural,Afternoon,80
70,Bus,None,Rural,Afternoon,80
51,Bus,None,Urban,Evening,80
94,Bus,None,Urban,Evening,80
81,Bus,None,Urban,Evening,80
96,Bus,None,Rural,Afternoon,80
22,Bike,None,Rural,Morning,5
90,Car,Gasoline,Urban,Morning,180
32,Car,Gasoline,Rural,Evening,180
15,Bike,None,Rural,Evening,5
96,Bus,None,Urban,Morning,80
92,Bus,None,Rural,Afternoon,80
36,Bus,None,Rural,Afternoon,80
73,Bus,None,Rural,Evening,80
60,Car,Gasoline,Urban,Morning,180
68,Car,Gasoline,Urban,Morning,180
75,Bus,None,Urban,Afternoon,80
92,Car,Gasoline,Urban,Morning,180
90,Bike,None,Urban,Afternoon,5
3,Walking,None,Rural,Morning,0
71,Walking,None,Urban,Evening,0
56,Car,Gasoline,Urban,Morning,180
4,Bicycle,None,Rural,Evening,0
67,Bike,None,Rural,Morning,5
7,Bicycle,None,Urban,Afternoon,0
66,Car,Gasoline,Urban,Morning,180
59,Bus,None,Rural,Afternoon,80
73,Bike,None,Urban,Afternoon,5
80,Bike,None,Rural,Morning,5
93,Bike,None,Rural,Afternoon,5
79,Bus,None,Rural,Afternoon,80
26,Car,Gasoline,Urban,Morning,180
56,Car,Gasoline,Urban,Evening,180
84,Car,Gasoline,Urban,Evening,180
6,Bicycle,None,Urban,Morning,0
32,Car,Gasoline,Urban,Morning,180
13,Bike,None,Urban,Evening,5
64,Bus,None,Rural,Afternoon,80
88,Bike,None,Rural,Morning,5
76,Bike,None,Rural,Afternoon,5
49,Bus,None,Urban,Afternoon,80
11,Bike,None,Rural,Evening,5
43,Bus,None,Rural,Afternoon,80
45,Bike,None,Rural,Morning,5
1,Walking,None,Urban,Afternoon,0
57,Walking,None,Urban,Evening,0
57,Walking,None,Rural,Evening,0
93,Bus,None,Rural,Afternoon,80
51,Bus,None,Rural,Afternoon,80
42,Bike,None,Urban,Afternoon,5
89,Bike,None,Rural,Evening,5
100,Bus,None,Urban,Evening,80
95,Bus,None,Urban,Morning,80
43,Car,Gasoline,Urban,Morning,180
86,Bike,None,Rural,Morning,5
83,Bike,None,Rural,Afternoon,5
60,Bus,None,Urban,Afternoon,80
25,Bike,None,Rural,Morning,5
78,Bike,None,Urban,Evening,5
8,Bike,None,Urban,Evening,5
70,Bus,None,Urban,Afternoon,80
55,Bus,None,Urban,Afternoon,80
4,Bicycle,None,Rural,Evening,0
57,Bike,None,Rural,Morning,5
81,Car,Gasoline,Urban,Morning,180
77,Car,Gasoline,Rural,Evening,180
77,Car,Gasoline,Urban,Evening,180
25,Car,Gasoline,Urban,Morning,180
24,Bus,None,Urban,Afternoon,80
63,Bus,None,Urban,Evening,80
10,Bicycle,None,Rural,Evening,0
80,Bike,None,Rural,Morning,5
23,Bus,None,Urban,Afternoon,80
100,Bus,None,Urban,Morning,80
36,Bike,None,Rural,Morning,5
65,Bike,None,Urban,Afternoon,5
78,Car,Gasoline,Urban,Morning,180
53,Car,Gasoline,Urban,Evening,180
83,Bus,None,Urban,Afternoon,80
17,Car,Gasoline,Urban,Morning,180
35,Car,Gasoline,Urban,Morning,180
64,Car,Gasoline,Urban,Morning,180
24,Bike,None,Rural,Morning,5
76,Bike,None,Urban,Afternoon,5
39,Bike,None,Urban,Evening,5
72,Bike,None,Urban,Afternoon,5
22,Bike,None,Rural,Evening,5
46,Bike,None,Urban,Evening,5
43,Car,Gasoline,Urban,Morning,180
77,Bike,None,Urban,Afternoon,5
16,Bike,None,Rural,Morning,5
26,Car,Gasoline,Urban,Morning,180
88,Bike,None,Rural,Morning,5
36,Bike,None,Urban,Afternoon,5
85,Car,Gasoline,Urban,Morning,180
31,Bike,None,Rural,Morning,5
7,Bicycle,None,Rural,Afternoon,0
28,Bike,None,Rural,Morning,5
89,Car,Gasoline,Urban,Morning,180
56,Bus,None,Urban,Afternoon,80
30,Bus,None,Rural,Evening,80
60,Bike,None,Rural,Afternoon,5
90,Bike,None,Urban,Evening,5
20,Bike,None,Rural,Afternoon,5
9,Bike,None,Urban,Evening,5
71,Bike,None,Rural,Morning,5
100,Bus,None,Rural,Morning,80
99,Bus,None,Urban,Afternoon,80
65,Bike,None,Rural,Afternoon,5
93,Car,Gasoline,Urban,Morning,180
26,Bus,None,Rural,Afternoon,80
87,Bike,None,Rural,Morning,5
52,Bus,None,Urban,Afternoon,80
53,Bike,None,Rural,Morning,5
97,Bus,None,Urban,Afternoon,80
44,Car,Gasoline,Urban,Morning,180
8,Bicycle,None,Rural,Evening,0
13,Bike,None,Urban,Morning,5
85,Car,Gasoline,Urban,Morning,180
59,Car,Gasoline,Rural,Evening,180
41,Car,Gasoline,Urban,Morning,180
18,Car,Gasoline,Rural,Evening,180
22,Car,Gasoline,Urban,Evening,180
61,Bike,None,Rural,Afternoon,5
94,Bike,None,Urban,Evening,5
61,Bike,None,Urban,Afternoon,5
3,Walking,None,Rural,Evening,0
25,Bike,None,Rural,Afternoon,5
75,Bike,None,Urban,Evening,5
19,Bike,None,Urban,Evening,5
79,Bike,None,Rural,Evening,5
6,Bicycle,None,Urban,Evening,0
89,Bicycle,None,Rural,Evening,0
79,Car,Gasoline,Urban,Morning,180
34,Bus,None,Urban,Afternoon,80
6,Bicycle,None,Urban,Morning,0
77,Bicycle,None,Rural,Evening,0
5,Bicycle,None,Urban,Evening,0
51,Car,Gasoline,Urban,Morning,180
66,Bike,None,Rural,Morning,5
42,Bus,None,Rural,Afternoon,80
53,Bike,None,Urban,Afternoon,5
82,Car,Gasoline,Urban,Morning,180
35,Car,Gasoline,Urban,Evening,180
60,Bike,None,Urban,Afternoon,5
30,Bike,None,Rural,Morning,5
97,Bus,None,Urban,Morning,80
60,Car,Gasoline,Urban,Morning,180
27,Bus,None,Urban,Afternoon,80
13,Bike,None,Rural,Morning,5
7,Bicycle,None,Rural,Morning,0
40,Bus,None,Urban,Afternoon,80
19,Bike,None,Rural,Afternoon,5
26,Bus,None,Rural,Afternoon,80
13,Bicycle,None,Rural,Morning,0
73,Bus,None,Rural,Afternoon,80
81,Bike,None,Rural,Morning,5
76,Bike,None,Urban,Evening,5
91,Bike,None,Urban,Evening,5
22,Bike,None,Rural,Morning,5
62,Bus,None,Rural,Afternoon,80
54,Bus,None,Urban,Afternoon,80
13,Bike,None,Rural,Evening,5
55,Car,Gasoline,Urban,Morning,180
55,Car,Gasoline,Urban,Morning,180
47,Bus,None,Urban,Afternoon,80
65,Bike,None,Rural,Afternoon,5
34,Bike,None,Rural,Morning,5
68,Bike,None,Urban,Afternoon,5
81,Bike,None,Urban,Afternoon,5
46,Car,Gasoline,Urban,Morning,180
63,Car,Gasoline,Rural,Evening,180
17,Car,Gasoline,Rural,Evening,180
20,Bike,None,Rural,Afternoon,5
29,Bike,None,Rural,Evening,5
93,Bike,None,Rural,Evening,5
64,Bike,None,Rural,Afternoon,5
90,Bike,None,Urban,Afternoon,5
4,Bicycle,None,Urban,Morning,0
49,Bicycle,None,Urban,Evening,0
32,Bicycle,None,Urban,Evening,0
36,Bus,None,Urban,Afternoon,80
29,Car,Gasoline,Urban,Morning,180
66,Bus,None,Rural,Afternoon,80
55,Bus,None,Urban,Evening,80
32,Bus,None,Urban,Evening,80
78,Bike,None,Rural,Afternoon,5
50,Bus,None,Rural,Afternoon,80
45,Car,Gasoline,Urban,Morning,180
58,Bike,None,Rural,Morning,5
22,Bike,None,Rural,Morning,5
13,Bicycle,None,Rural,Afternoon,0
17,Bus,None,Rural,Afternoon,80
83,Bike,None,Rural,Morning,5
42,Car,Gasoline,Urban,Morning,180
40,Bus,None,Rural,Afternoon,80
6,Bicycle,None,Rural,Afternoon,0
4,Bicycle,None,Rural,Evening,0
7,Bicycle,None,Rural,Morning,0
28,Bike,None,Rural,Morning,5
21,Bike,None,Urban,Evening,5
7,Bicycle,None,Rural,Morning,0
95,Bicycle,None,Rural,Evening,0
83,Bus,None,Urban,Afternoon,80
25,Bus,None,Urban,Evening,80
91,Car,Gasoline,Urban,Morning,180
21,Car,Gasoline,Urban,Morning,180
50,Bus,None,Rural,Afternoon,80
38,Bus,None,Urban,Afternoon,80
32,Bike,None,Urban,Afternoon,5
42,Bus,None,Rural,Afternoon,80
86,Car,Gasoline,Urban,Morning,180
13,Bike,None,Rural,Morning,5
8,Bicycle,None,Rural,Morning,0
56,Bicycle,None,Urban,Evening,0
3,Walking,None,Rural,Morning,0
48,Walking,None,Urban,Evening,0
27,Bike,None,Rural,Afternoon,5
47,Bike,None,Urban,Afternoon,5
36,Bus,None,Urban,Afternoon,80
28,Bike,None,Urban,Afternoon,5
39,Bike,None,Rural,Morning,5
23,Bike,None,Urban,Afternoon,5
60,Bike,None,Rural,Afternoon,5
60,Bike,None,Urban,Afternoon,5
10,Bike,None,Urban,Morning,5
67,Car,Gasoline,Urban,Morning,180
22,Bike,None,Rural,Morning,5
97,Bus,None,Urban,Morning,80
83,Bus,None,Urban,Afternoon,80
40,Car,Gasoline,Urban,Morning,180
62,Car,Gasoline,Rural,Evening,180
40,Car,Gasoline,Urban,Evening,180
80,Bike,None,Rural,Afternoon,5
8,Bike,None,Urban,Morning,5
85,Bus,None,Rural,Afternoon,80
62,Bike,None,Rural,Afternoon,5
44,Bike,None,Rural,Evening,5
6,Bicycle,None,Urban,Afternoon,0
21,Bike,None,Urban,Afternoon,5
1,Walking,None,Rural,Afternoon,0
46,Car,Gasoline,Urban,Morning,180
34,Car,Gasoline,Urban,Morning,180
88,Car,Gasoline,Rural,Evening,180
41,Bike,None,Rural,Morning,5
19,Bike,None,Rural,Evening,5
15,Bike,None,Urban,Evening,5
68,Bike,None,Rural,Afternoon,5
10,Bicycle,None,Rural,Evening,0
35,Bike,None,Rural,Morning,5
42,Bike,None,Rural,Evening,5
61,Bike,None,Rural,Morning,5
76,Car,Gasoline,Urban,Morning,180
43,Bike,None,Urban,Afternoon,5
80,Bike,None,Rural,Afternoon,5
55,Car,Gasoline,Urban,Morning,180
80,Bus,None,Urban,Afternoon,80
83,Bus,None,Rural,Evening,80
63,Bus,None,Urban,Evening,80
74,Car,Gasoline,Urban,Morning,180
22,Bike,None,Urban,Afternoon,5
83,Car,Gasoline,Urban,Morning,180
33,Bus,None,Urban,Afternoon,80
45,Bike,None,Rural,Afternoon,5
82,Bus,None,Rural,Afternoon,80
36,Bus,None,Rural,Afternoon,80
81,Bus,None,Urban,Afternoon,80
1,Walking,None,Rural,Morning,0
86,Bike,None,Urban,Afternoon,5
71,Bike,None,Rural,Evening,5
12,Bike,None,Urban,Morning,5
58,Bike,None,Rural,Evening,5
89,Bike,None,Rural,Evening,5
73,Bike,None,Rural,Evening,5
15,Bike,None,Rural,Afternoon,5
79,Bike,None,Urban,Evening,5
32,Car,Gasoline,Urban,Morning,180
82,Car,Gasoline,Rural,Evening,180
55,Bike,None,Rural,Afternoon,5
3,Walking,None,Urban,Afternoon,0
46,Walking,None,Rural,Evening,0
25,Bike,None,Rural,Afternoon,5
51,Bike,None,Rural,Evening,5
10,Bicycle,None,Rural,Morning,0
63,Bus,None,Rural,Afternoon,80
25,Bus,None,Urban,Afternoon,80
44,Bus,None,Rural,Afternoon,80
69,Bus,None,Rural,Evening,80
71,Bus,None,Rural,Evening,80
85,Bike,None,Rural,Afternoon,5
81,Bike,None,Rural,Morning,5
70,Bus,None,Rural,Afternoon,80
92,Bike,None,Urban,Afternoon,5
51,Bike,None,Urban,Evening,5
12,Bike,None,Rural,Afternoon,5
52,Bike,None,Rural,Evening,5
63,Bike,None,Urban,Evening,5
22,Bike,None,Urban,Evening,5
70,Bike,None,Urban,Evening,5
95,Bus,None,Urban,Afternoon,80
77,Bus,None,Rural,Afternoon,80
40,Bus,None,Rural,Afternoon,80
11,Bike,None,Urban,Afternoon,5
53,Bus,None,Rural,Afternoon,80
43,Bus,None,Urban,Evening,80
33,Bike,None,Rural,Morning,5
44,Car,Gasoline,Urban,Morning,180
19,Car,Gasoline,Rural,Evening,180
54,Car,Gasoline,Urban,Morning,180
97,Bus,None,Urban,Afternoon,80
63,Bus,None,Urban,Afternoon,80
23,Car,Gasoline,Urban,Morning,180
84,Bike,None,Rural,Afternoon,5
25,Bike,None,Rural,Evening,5
88,Bike,None,Rural,Evening,5
95,Bus,None,Rural,Afternoon,80
19,Bus,None,Rural,Evening,80
65,Bus,None,Rural,Evening,80
43,Bike,None,Rural,Morning,5
80,Bike,None,Rural,Morning,5
74,Bus,None,Rural,Afternoon,80
63,Bike,None,Rural,Morning,5
14,Bike,None,Rural,Afternoon,5
36,Bus,None,Urban,Afternoon,80
5,Bicycle,None,Urban,Morning,0
61,Bicycle,None,Rural,Evening,0
45,Bike,None,Rural,Morning,5
82,Bike,None,Urban,Afternoon,5
47,Bus,None,Urban,Afternoon,80
48,Bike,None,Urban,Afternoon,5
89,Bike,None,Rural,Evening,5
64,Bike,None,Urban,Evening,5
91,Bike,None,Rural,Afternoon,5
6,Bicycle,None,Rural,Afternoon,0
46,Bus,None,Urban,Afternoon,80
62,Bike,None,Rural,Afternoon,5
51,Bike,None,Rural,Evening,5
45,Bike,None,Rural,Morning,5
86,Bike,None,Rural,Evening,5
8,Bicycle,None,Rural,Morning,0
99,Bus,None,Urban,Evening,80
17,Bike,None,Urban,Afternoon,5
46,Car,Gasoline,Urban,Morning,180
81,Bus,None,Rural,Afternoon,80
67,Bus,None,Urban,Evening,80
70,Bus,None,Urban,Evening,80
84,Bike,None,Urban,Afternoon,5
2,Walking,None,Urban,Afternoon,0
56,Bike,None,Rural,Morning,5
22,Bike,None,Rural,Morning,5
92,Car,Gasoline,Urban,Morning,180
76,Car,Gasoline,Rural,Evening,180
9,Bicycle,None,Rural,Afternoon,0
14,Bike,None,Urban,Morning,5
15,Bike,None,Urban,Morning,5
99,Bus,None,Urban,Afternoon,80
45,Bike,None,Rural,Afternoon,5
58,Bike,None,Rural,Afternoon,5
22,Bus,None,Urban,Afternoon,80
13,Bike,None,Urban,Evening,5
40,Car,Gasoline,Urban,Morning,180
33,Bike,None,Rural,Afternoon,5
40,Bus,None,Rural,Afternoon,80
76,Bus,None,Rural,Afternoon,80
66,Bus,None,Urban,Afternoon,80
43,Bus,None,Urban,Evening,80
93,Bus,None,Urban,Evening,80
98,Bus,None,Rural,Afternoon,80
15,Bicycle,None,Rural,Morning,0
80,Bike,None,Urban,Afternoon,5
41,Bus,None,Rural,Afternoon,80
55,Bus,None,Rural,Evening,80
21,Bus,None,Rural,Evening,80
20,Bus,None,Urban,Evening,80
99,Bus,None,Rural,Afternoon,80
58,Bus,None,Rural,Evening,80
65,Bus,None,Urban,Evening,80
21,Bus,None,Rural,Evening,80
31,Bus,None,Urban,Afternoon,80
34,Car,Gasoline,Urban,Morning,180
53,Bike,None,Urban,Afternoon,5
35,Bus,None,Urban,Afternoon,80
24,Car,Gasoline,Urban,Morning,180
91,Bus,None,Urban,Afternoon,80
9,Bicycle,None,Rural,Morning,0
67,Bus,None,Rural,Afternoon,80
41,Car,Gasoline,Urban,Morning,180
62,Car,Gasoline,Rural,Evening,180
75,Car,Gasoline,Rural,Evening,180
28,Bike,None,Rural,Morning,5
80,Bike,None,Rural,Evening,5
63,Bike,None,Rural,Evening,5
46,Bike,None,Urban,Evening,5
44,Bike,None,Urban,Evening,5
79,Bike,None,Rural,Morning,5
48,Bike,None,Rural,Afternoon,5
69,Bike,None,Rural,Morning,5
88,Bike,None,Urban,Afternoon,5
47,Bike,None,Rural,Morning,5
61,Bike,None,Urban,Afternoon,5
36,Bike,None,Rural,Evening,5
67,Bus,None,Rural,Afternoon,80
26,Bike,None,Rural,Morning,5
89,Car,Gasoline,Urban,Morning,180
55,Car,Gasoline,Urban,Evening,180
80,Car,Gasoline,Urban,Evening,180
24,Bike,None,Urban,Afternoon,5
59,Bike,None,Urban,Afternoon,5
15,Bike,None,Rural,Evening,5
71,Bus,None,Urban,Afternoon,80
90,Car,Gasoline,Urban,Morning,180
56,Car,Gasoline,Urban,Morning,180
81,Car,Gasoline,Urban,Evening,180
76,Bus,None,Rural,Afternoon,80
35,Car,Gasoline,Urban,Morning,180
57,Car,Gasoline,Urban,Evening,180
26,Car,Gasoline,Urban,Evening,180
14,Bicycle,None,Rural,Afternoon,0
61,Bicycle,None,Urban,Evening,0
49,Bus,None,Urban,Afternoon,80
61,Bus,None,Rural,Evening,80
98,Bus,None,Urban,Evening,80
85,Bike,None,Rural,Afternoon,5
71,Bike,None,Rural,Evening,5
100,Bus,None,Urban,Afternoon,80
46,Bus,None,Rural,Afternoon,80
55,Bus,None,Rural,Afternoon,80
13,Bike,None,Rural,Evening,5
15,Bike,None,Urban,Afternoon,5
79,Bike,None,Urban,Evening,5
29,Bike,None,Urban,Afternoon,5
60,Bike,None,Rural,Evening,5
35,Bike,None,Rural,Evening,5
88,Bus,None,Urban,Afternoon,80
65,Bus,None,Rural,Evening,80
7,Bicycle,None,Urban,Morning,0
12,Bike,None,Rural,Afternoon,5
77,Bike,None,Urban,Evening,5
45,Car,Gasoline,Urban,Morning,180
12,Bike,None,Rural,Evening,5
66,Bike,None,Rural,Afternoon,5
78,Bike,None,Rural,Morning,5
87,Bike,None,Urban,Evening,5
76,Car,Gasoline,Urban,Morning,180
88,Car,Gasoline,Urban,Evening,180
58,Car,Gasoline,Urban,Evening,180
79,Car,Gasoline,Rural,Evening,180
29,Car,Gasoline,Rural,Evening,180
83,Bike,None,Rural,Morning,5
72,Bike,None,Rural,Morning,5
44,Bike,None,Rural,Morning,5
38,Bike,None,Urban,Afternoon,5
93,Bus,None,Rural,Afternoon,80
59,Bike,None,Rural,Morning,5
70,Bike,None,Rural,Evening,5
38,Bike,None,Rural,Evening,5
77,Bus,None,Urban,Afternoon,80
2,Walking,None,Urban,Morning,0
21,Bike,None,Rural,Morning,5
38,Bike,None,Rural,Morning,5
68,Bus,None,Rural,Afternoon,80
46,Bike,None,Rural,Morning,5
2,Walking,None,Rural,Evening,0
15,Bike,None,Urban,Afternoon,5
40,Bike,None,Urban,Evening,5
52,Bus,None,Urban,Afternoon,80
68,Bus,None,Urban,Evening,80
70,Bus,None,Urban,Evening,80
97,Bus,None,Rural,Evening,80
74,Bus,None,Rural,Afternoon,80
82,Car,Gasoline,Urban,Morning,180
22,Car,Gasoline,Rural,Evening,180
93,Car,Gasoline,Urban,Evening,180
86,Bike,None,Rural,Morning,5
100,Bus,None,Rural,Morning,80
85,Bus,None,Urban,Evening,80
59,Bus,None,Urban,Afternoon,80
23,Car,Gasoline,Urban,Morning,180
17,Car,Gasoline,Urban,Evening,180
74,Car,Gasoline,Urban,Morning,180
55,Bus,None,Rural,Afternoon,80
7,Bicycle,None,Rural,Evening,0
47,Bike,None,Rural,Morning,5
73,Bike,None,Rural,Evening,5
96,Bus,None,Urban,Afternoon,80
68,Car,Gasoline,Urban,Morning,180
34,Bike,None,Rural,Morning,5
39,Car,Gasoline,Urban,Morning,180
47,Bike,None,Rural,Morning,5
22,Bike,None,Urban,Evening,5
30,Car,Gasoline,Urban,Morning,180
22,Bike,None,Urban,Afternoon,5
90,Bike,None,Rural,Morning,5
67,Bike,None,Rural,Evening,5
64,Bus,None,Rural,Afternoon,80
66,Bus,None,Rural,Evening,80
86,Bus,None,Rural,Evening,80
62,Bus,None,Rural,Afternoon,80
38,Car,Gasoline,Urban,Morning,180
23,Car,Gasoline,Rural,Evening,180
10,Bike,None,Urban,Evening,5
90,Bike,None,Rural,Evening,5
92,Bus,None,Rural,Afternoon,80
23,Car,Gasoline,Urban,Morning,180
86,Bus,None,Urban,Afternoon,80
4,Bicycle,None,Rural,Evening,0
37,Car,Gasoline,Urban,Morning,180
100,Bus,None,Rural,Afternoon,80
66,Bus,None,Urban,Evening,80
43,Bike,None,Rural,Morning,5
44,Bus,None,Rural,Afternoon,80
66,Bus,None,Rural,Evening,80
84,Bus,None,Rural,Evening,80
47,Bike,None,Urban,Afternoon,5
5,Bicycle,None,Rural,Evening,0
27,Bike,None,Rural,Morning,5
33,Car,Gasoline,Urban,Morning,180
44,Car,Gasoline,Urban,Morning,180
44,Car,Gasoline,Urban,Evening,180
43,Bike,None,Rural,Morning,5
69,Car,Gasoline,Urban,Morning,180
26,Bike,None,Rural,Morning,5
90,Bike,None,Rural,Afternoon,5
59,Bike,None,Rural,Evening,5
41,Bike,None,Urban,Afternoon,5
66,Car,Gasoline,Urban,Morning,180
79,Bike,None,Urban,Afternoon,5
38,Bike,None,Rural,Afternoon,5
17,Bike,None,Rural,Evening,5
6,Bicycle,None,Urban,Afternoon,0
45,Bike,None,Urban,Afternoon,5
27,Bike,None,Urban,Afternoon,5
3,Walking,None,Rural,Afternoon,0
42,Bike,None,Rural,Afternoon,5
51,Bus,None,Rural,Afternoon,80
44,Car,Gasoline,Urban,Morning,180
7,Bicycle,None,Urban,Evening,0
32,Bus,None,Urban,Afternoon,80
43,Bus,None,Rural,Afternoon,80
50,Car,Gasoline,Urban,Morning,180
97,Bus,None,Rural,Afternoon,80
79,Bus,None,Urban,Evening,80
9,Bike,None,Urban,Afternoon,5
32,Bike,None,Urban,Evening,5
69,Car,Gasoline,Urban,Morning,180
92,Car,Gasoline,Urban,Evening,180
77,Bike,None,Rural,Afternoon,5
83,Bike,None,Urban,Evening,5
90,Bus,None,Urban,Afternoon,80
19,Bike,None,Urban,Afternoon,5
43,Bike,None,Rural,Morning,5
42,Car,Gasoline,Urban,Morning,180
69,Car,Gasoline,Urban,Evening,180
47,Car,Gasoline,Urban,Morning,180
22,Car,Gasoline,Urban,Evening,180
56,Car,Gasoline,Urban,Evening,180
56,Bike,None,Rural,Morning,5
1,Walking,None,Urban,Evening,0
100,Bus,None,Urban,Afternoon,80
31,Bus,None,Urban,Afternoon,80
53,Bus,None,Rural,Evening,80
74,Bus,None,Rural,Afternoon,80
74,Bus,None,Urban,Afternoon,80
73,Bus,None,Rural,Evening,80
33,Bus,None,Rural,Evening,80
80,Bike,None,Rural,Morning,5
21,Bus,None,Urban,Afternoon,80
3,Walking,None,Rural,Afternoon,0
90,Car,Gasoline,Urban,Morning,180
14,Bike,None,Urban,Afternoon,5
66,Car,Gasoline,Urban,Morning,180
80,Bike,None,Urban,Afternoon,5
20,Bike,None,Rural,Afternoon,5
1,Walking,None,Rural,Morning,0
89,Car,Gasoline,Urban,Morning,180
2,Walking,None,Urban,Evening,0
34,Walking,None,Rural,Evening,0
76,Walking,None,Rural,Evening,0
45,Walking,None,Urban,Evening,0
28,Bike,None,Rural,Afternoon,5
81,Bike,None,Rural,Morning,5
28,Bus,None,Rural,Afternoon,80
73,Bike,None,Rural,Morning,5
66,Bus,None,Rural,Afternoon,80
75,Car,Gasoline,Urban,Morning,180
43,Bike,None,Urban,Afternoon,5
96,Bus,None,Urban,Evening,80
31,Bike,None,Rural,Afternoon,5
44,Bike,None,Rural,Morning,5
48,Bike,None,Rural,Evening,5
73,Bus,None,Urban,Afternoon,80
68,Bus,None,Rural,Afternoon,80
16,Bus,None,Urban,Evening,80
89,Bus,None,Rural,Afternoon,80
72,Bus,None,Rural,Evening,80
45,Bike,None,Rural,Afternoon,5
5,Bicycle,None,Urban,Afternoon,0
70,Bicycle,None,Rural,Evening,0
98,Bus,None,Rural,Evening,80
4,Bicycle,None,Urban,Morning,0
93,Bus,None,Rural,Afternoon,80
83,Bike,None,Urban,Afternoon,5
4,Bicycle,None,Urban,Morning,0
93,Bicycle,None,Urban,Evening,0
19,Bicycle,None,Rural,Evening,0
99,Bus,None,Rural,Morning,80
44,Bike,None,Urban,Afternoon,5
89,Bike,None,Rural,Evening,5
14,Bicycle,None,Rural,Morning,0
65,Bicycle,None,Urban,Evening,0
63,Bike,None,Urban,Afternoon,5
79,Car,Gasoline,Urban,Morning,180
52,Bike,None,Rural,Afternoon,5
87,Bike,None,Rural,Evening,5
68,Bike,None,Rural,Evening,5
91,Bike,None,Rural,Evening,5
2,Walking,None,Urban,Afternoon,0
64,Walking,None,Rural,Evening,0
33,Bus,None,Rural,Afternoon,80
51,Bike,None,Urban,Afternoon,5
2,Walking,None,Rural,Evening,0
40,Bike,None,Urban,Afternoon,5
85,Bike,None,Rural,Evening,5
49,Bike,None,Urban,Evening,5
8,Bike,None,Urban,Afternoon,5
29,Car,Gasoline,Urban,Morning,180
90,Bus,None,Rural,Afternoon,80
82,Bus,None,Rural,Evening,80
70,Bus,None,Urban,Evening,80
80,Car,Gasoline,Urban,Morning,180
22,Bus,None,Rural,Afternoon,80
26,Bus,None,Urban,Evening,80
72,Bike,None,Urban,Afternoon,5
37,Bus,None,Urban,Afternoon,80
97,Bus,None,Urban,Morning,80
3,Walking,None,Rural,Morning,0
1,Walking,None,Urban,Morning,0
3,Walking,None,Urban,Morning,0
44,Bike,None,Rural,Morning,5
73,Bike,None,Rural,Evening,5
19,Bike,None,Rural,Afternoon,5
78,Car,Gasoline,Urban,Morning,180
87,Car,Gasoline,Urban,Morning,180
85,Bus,None,Urban,Afternoon,80
8,Bicycle,None,Rural,Afternoon,0
33,Bicycle,None,Urban,Evening,0
72,Bicycle,None,Urban,Evening,0
12,Bike,None,Urban,Afternoon,5
92,Bike,None,Rural,Morning,5
6,Bicycle,None,Rural,Afternoon,0
68,Bicycle,None,Urban,Evening,0
11,Bike,None,Rural,Morning,5
18,Car,Gasoline,Urban,Morning,180
67,Bike,None,Urban,Afternoon,5
82,Car,Gasoline,Urban,Morning,180
32,Bus,None,Rural,Afternoon,80
35,Bike,None,Urban,Afternoon,5
84,Bike,None,Rural,Afternoon,5
69,Bike,None,Urban,Afternoon,5
83,Bike,None,Rural,Afternoon,5
85,Car,Gasoline,Urban,Morning,180
57,Bike,None,Rural,Afternoon,5
75,Car,Gasoline,Urban,Morning,180
40,Car,Gasoline,Rural,Evening,180
71,Car,Gasoline,Rural,Evening,180
1,Walking,None,Rural,Morning,0
65,Bus,None,Urban,Afternoon,80
15,Bicycle,None,Rural,Afternoon,0
60,Car,Gasoline,Urban,Morning,180
58,Car,Gasoline,Urban,Morning,180
14,Bike,None,Urban,Evening,5
20,Bike,None,Rural,Morning,5
2,Walking,None,Urban,Afternoon,0
95,Walking,None,Rural,Evening,0
14,Bicycle,None,Rural,Evening,0
81,Bike,None,Urban,Afternoon,5
42,Bike,None,Rural,Morning,5
72,Bike,None,Rural,Morning,5
44,Bike,None,Rural,Afternoon,5
56,Car,Gasoline,Urban,Morning,180
16,Bus,None,Rural,Afternoon,80
94,Car,Gasoline,Urban,Morning,180
93,Bike,None,Rural,Afternoon,5
11,Bicycle,None,Rural,Morning,0
77,Bike,None,Rural,Morning,5
4,Bicycle,None,Rural,Afternoon,0
32,Bicycle,None,Rural,Evening,0
48,Car,Gasoline,Urban,Morning,180
87,Bike,None,Urban,Afternoon,5
57,Bike,None,Rural,Afternoon,5
15,Bike,None,Urban,Morning,5
36,Bike,None,Rural,Afternoon,5
61,Bike,None,Rural,Morning,5
51,Bus,None,Urban,Afternoon,80
32,Bike,None,Rural,Morning,5
85,Car,Gasoline,Urban,Morning,180
84,Bike,None,Rural,Morning,5
39,Bike,None,Rural,Evening,5
10,Bike,None,Urban,Afternoon,5
81,Bus,None,Rural,Afternoon,80
12,Bicycle,None,Rural,Evening,0
51,Bike,None,Rural,Morning,5
